income_above_50k,age,type_of_work,education,years_of_education,marital_status,occupation,race,sex,hours_per_week,home_country
0,18, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, United-States
0,25, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, United-States
1,44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,50, United-States
0,61, Private, 1st-4th,2, Widowed, Handlers-cleaners, White, Female,40, United-States
1,39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
1,61, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,19, ?, Some-college,10, Never-married, ?, White, Female,40, United-States
0,22, Private, HS-grad,9, Widowed, Adm-clerical, White, Female,40, United-States
0,19, Private, Some-college,10, Never-married, Handlers-cleaners, White, Male,25, United-States
0,45, Private, Bachelors,13, Never-married, Tech-support, White, Male,40, United-States
0,20, Private, Some-college,10, Never-married, Adm-clerical, White, Female,25, United-States
0,37, Private, HS-grad,9, Divorced, Machine-op-inspct, Asian-Pac-Islander, Female,40, Philippines
0,26, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,17, ?, 10th,6, Never-married, ?, White, Female,15, United-States
1,26, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,55, United-States
0,58, Private, HS-grad,9, Separated, Other-service, White, Female,40, Dominican-Republic
1,61, ?, Doctorate,16, Married-civ-spouse, ?, White, Male,25, United-States
1,64, Private, HS-grad,9, Widowed, Sales, White, Female,50, France
0,19, Private, HS-grad,9, Married-civ-spouse, Sales, White, Female,25, United-States
0,36, Private, Bachelors,13, Divorced, Handlers-cleaners, White, Male,30, United-States
0,47, Private, Assoc-acdm,12, Never-married, Adm-clerical, White, Female,40, United-States
0,62, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States
0,36, State-gov, Prof-school,15, Never-married, Prof-specialty, White, Male,40, United-States
0,38, Self-emp-not-inc, Some-college,10, Never-married, Sales, White, Male,60, United-States
1,54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States
0,31, Private, Bachelors,13, Never-married, Exec-managerial, White, Male,50, United-States
0,26, Private, Some-college,10, Separated, Farming-fishing, White, Male,40, United-States
1,50, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,41, Private, Some-college,10, Never-married, Tech-support, Asian-Pac-Islander, Female,40, Philippines
1,52, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, White, Male,40, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Other-service, Black, Female,23, United-States
0,23, ?, HS-grad,9, Married-civ-spouse, ?, White, Female,30, United-States
0,46, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,32, ?, HS-grad,9, Divorced, ?, Black, Male,40, United-States
0,59, ?, HS-grad,9, Widowed, ?, White, Female,35, United-States
1,30, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,36, United-States
1,58, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Black, Male,30, United-States
0,31, Private, HS-grad,9, Never-married, Other-service, Black, Female,40, ?
0,36, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States
0,31, State-gov, Preschool,1, Never-married, Other-service, White, Male,24, United-States
1,52, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, White, Male,70, United-States
0,29, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,70, Mexico
0,48, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, White, Male,50, England
1,30, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,58, Private, 11th,7, Married-civ-spouse, Transport-moving, White, Male,50, United-States
0,20, Federal-gov, Some-college,10, Never-married, Protective-serv, Black, Male,40, United-States
0,19, Private, Some-college,10, Never-married, Other-service, White, Male,3, United-States
0,63, Private, HS-grad,9, Divorced, Other-service, White, Female,40, United-States
1,51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Tech-support, White, Male,45, United-States
0,53, Private, Assoc-acdm,12, Divorced, Adm-clerical, White, Female,48, United-States
1,54, Federal-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,35, ?, Some-college,10, Never-married, ?, White, Female,40, United-States
0,26, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Male,48, United-States
0,47, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, White, Female,52, United-States
0,44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,80, Self-emp-not-inc, 7th-8th,4, Never-married, Farming-fishing, White, Male,20, United-States
1,55, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
1,43, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,45, United-States
0,49, Private, Bachelors,13, Married-spouse-absent, Transport-moving, White, Male,30, Columbia
0,27, Private, Prof-school,15, Never-married, Prof-specialty, Asian-Pac-Islander, Male,40, United-States
1,42, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
0,39, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States
0,36, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,40, United-States
0,32, Private, HS-grad,9, Separated, Adm-clerical, White, Female,40, United-States
0,58, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Black, Female,55, United-States
0,63, Private, 9th,5, Separated, Farming-fishing, Black, Male,40, United-States
1,49, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
1,36, Self-emp-inc, Some-college,10, Married-civ-spouse, Protective-serv, White, Male,60, United-States
0,46, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
1,47, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
0,39, Private, HS-grad,9, Never-married, Adm-clerical, White, Male,45, United-States
1,33, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,65, Japan
1,43, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Other, Male,40, United-States
0,30, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,68, United-States
0,39, Local-gov, Assoc-voc,11, Married-civ-spouse, Adm-clerical, White, Female,37, United-States
0,44, Private, Some-college,10, Divorced, Adm-clerical, White, Female,40, United-States
0,27, Private, Bachelors,13, Never-married, Tech-support, White, Male,45, United-States
0,80, ?, Assoc-acdm,12, Married-civ-spouse, ?, White, Male,4, United-States
0,31, Private, Assoc-acdm,12, Never-married, Prof-specialty, White, Male,3, United-States
0,34, Local-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, White, Male,40, El-Salvador
0,28, Private, Assoc-acdm,12, Never-married, Transport-moving, White, Male,60, United-States
1,55, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,36, Private, HS-grad,9, Divorced, Craft-repair, White, Female,40, United-States
1,42, Private, Some-college,10, Married-civ-spouse, Transport-moving, Black, Male,45, United-States
0,67, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,10, United-States
0,53, Self-emp-inc, Some-college,10, Widowed, Sales, White, Female,60, United-States
1,43, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,29, Local-gov, Bachelors,13, Never-married, Tech-support, White, Female,42, United-States
0,19, Private, Some-college,10, Never-married, Other-service, White, Male,30, United-States
1,51, Private, Assoc-voc,11, Married-civ-spouse, Sales, White, Male,40, United-States
0,21, Self-emp-not-inc, Assoc-voc,11, Never-married, Farming-fishing, White, Male,98, United-States
0,54, Private, Some-college,10, Separated, Exec-managerial, White, Female,40, United-States
1,42, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, White, Male,40, United-States
0,41, Private, Some-college,10, Divorced, Sales, White, Female,48, United-States
0,28, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
0,31, Private, Assoc-voc,11, Divorced, Handlers-cleaners, White, Female,40, United-States
0,82, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,20, United-States
0,23, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,16, United-States
0,40, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,35, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,50, United-States
0,24, Private, HS-grad,9, Never-married, Sales, White, Male,45, United-States
0,21, Private, Some-college,10, Never-married, Sales, White, Female,40, United-States
0,27, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, White, Male,30, United-States
0,29, ?, Assoc-voc,11, Never-married, ?, White, Female,40, United-States
0,40, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,17, Private, 12th,8, Never-married, Adm-clerical, White, Female,25, United-States
0,27, Private, 1st-4th,2, Never-married, Craft-repair, White, Male,40, Mexico
0,34, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Male,40, United-States
0,18, Private, 10th,6, Never-married, Other-service, Black, Male,15, United-States
0,39, Private, Bachelors,13, Divorced, Tech-support, White, Female,40, United-States
1,34, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,65, United-States
0,44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,18, ?, 11th,7, Never-married, ?, White, Female,25, United-States
1,39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,28, Private, 1st-4th,2, Married-spouse-absent, Other-service, Other, Female,35, Dominican-Republic
0,30, Private, HS-grad,9, Never-married, Machine-op-inspct, White, Female,40, United-States
0,60, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
0,58, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,24, United-States
0,49, Private, Bachelors,13, Married-civ-spouse, Craft-repair, White, Male,60, United-States
1,61, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,55, United-States
0,27, Private, HS-grad,9, Divorced, Adm-clerical, White, Male,38, United-States
0,59, Self-emp-not-inc, Assoc-acdm,12, Divorced, Tech-support, White, Male,40, United-States
1,52, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female,40, United-States
0,42, Federal-gov, Bachelors,13, Never-married, Exec-managerial, White, Female,40, United-States
0,27, Private, Some-college,10, Never-married, Other-service, White, Female,34, United-States
1,41, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,35, ?, Some-college,10, Never-married, ?, Black, Male,30, United-States
0,50, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Female,24, United-States
0,36, Private, 10th,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,21, Private, HS-grad,9, Never-married, Farming-fishing, White, Male,45, United-States
0,38, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, White, Male,45, United-States
0,46, Private, Some-college,10, Divorced, Prof-specialty, White, Female,40, United-States
0,59, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,50, United-States
0,55, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,45, United-States
0,49, Local-gov, Masters,14, Widowed, Prof-specialty, White, Female,20, United-States
1,59, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,50, United-States
1,38, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,55, United-States
0,22, Private, Some-college,10, Never-married, Transport-moving, White, Male,25, United-States
0,28, Private, 12th,8, Never-married, Sales, Black, Female,40, United-States
1,47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,59, Private, Some-college,10, Married-civ-spouse, Protective-serv, White, Male,56, United-States
0,37, Private, HS-grad,9, Divorced, Handlers-cleaners, White, Male,40, United-States
0,33, Private, Bachelors,13, Never-married, Sales, White, Female,40, United-States
0,34, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, White, Male,40, Portugal
1,35, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,55, Private, 10th,6, Never-married, Other-service, White, Male,40, United-States
0,18, Private, 12th,8, Never-married, Other-service, White, Male,30, United-States
1,48, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, White, Female,30, United-States
1,48, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, Cuba
0,70, ?, Some-college,10, Widowed, ?, White, Female,25, United-States
0,27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,43, Private, Masters,14, Widowed, Prof-specialty, Black, Female,37, United-States
1,32, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,38, United-States
0,62, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,18, United-States
0,18, ?, HS-grad,9, Never-married, ?, White, Male,20, United-States
1,50, Private, Bachelors,13, Separated, Sales, White, Male,40, United-States
0,38, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Amer-Indian-Eskimo, Male,15, United-States
0,18, Private, 9th,5, Never-married, Other-service, Black, Male,35, United-States
0,46, Private, 9th,5, Divorced, Sales, White, Male,35, United-States
1,26, Private, Some-college,10, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male,45, United-States
0,44, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, White, Female,40, Dominican-Republic
0,32, Private, Some-college,10, Never-married, Adm-clerical, White, Female,60, United-States
0,25, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Female,40, United-States
0,55, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
0,55, Federal-gov, Some-college,10, Never-married, Adm-clerical, White, Male,40, United-States
0,25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Female,40, United-States
0,40, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,29, Private, Assoc-voc,11, Never-married, Craft-repair, White, Male,50, United-States
0,60, Private, 11th,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States
0,43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,30, United-States
0,24, Private, HS-grad,9, Never-married, Sales, White, Female,55, United-States
0,34, Private, Bachelors,13, Divorced, Sales, White, Female,40, United-States
0,47, Self-emp-not-inc, Some-college,10, Never-married, Farming-fishing, White, Male,60, United-States
0,24, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,32, United-States
0,47, State-gov, Some-college,10, Married-civ-spouse, Other-service, White, Male,38, United-States
0,18, Private, 11th,7, Never-married, Sales, White, Female,40, United-States
0,50, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States
0,22, Private, Some-college,10, Never-married, Adm-clerical, White, Male,40, United-States
1,49, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,60, United-States
1,41, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,15, United-States
0,62, Self-emp-not-inc, 7th-8th,4, Widowed, Farming-fishing, White, Female,35, United-States
0,25, Local-gov, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States
0,24, Private, Some-college,10, Never-married, Machine-op-inspct, White, Female,24, Mexico
0,44, Private, Bachelors,13, Divorced, Adm-clerical, White, Male,12, ?
0,32, Private, 9th,5, Married-civ-spouse, Farming-fishing, Black, Male,40, United-States
1,49, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,43, United-States
0,68, Private, Some-college,10, Divorced, Sales, White, Female,40, United-States
0,25, Private, Assoc-acdm,12, Never-married, Sales, White, Female,40, Peru
0,47, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
1,35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,37, Self-emp-not-inc, 11th,7, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,57, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
1,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,40, United-States
0,34, Private, 10th,6, Never-married, Other-service, Black, Female,40, Jamaica
0,46, Local-gov, Assoc-voc,11, Divorced, Exec-managerial, White, Female,36, United-States
0,21, Private, 11th,7, Never-married, Adm-clerical, White, Female,40, United-States
0,26, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Female,30, United-States
1,45, Private, HS-grad,9, Divorced, Farming-fishing, White, Male,44, United-States
0,17, Private, HS-grad,9, Never-married, Exec-managerial, White, Female,35, United-States
0,36, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, White, Male,70, United-States
0,33, Private, 12th,8, Divorced, Exec-managerial, White, Male,40, United-States
0,27, Private, HS-grad,9, Never-married, Machine-op-inspct, Black, Male,40, United-States
0,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,48, United-States
0,24, Private, HS-grad,9, Never-married, Machine-op-inspct, Black, Female,40, United-States
0,37, Private, HS-grad,9, Divorced, Other-service, Black, Female,30, United-States
1,53, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
1,44, Private, Some-college,10, Divorced, Adm-clerical, White, Male,40, United-States
1,43, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, White, Male,45, United-States
0,29, Private, HS-grad,9, Never-married, Other-service, Black, Female,52, United-States
0,47, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, White, Male,65, United-States
0,37, Self-emp-not-inc, Masters,14, Never-married, Exec-managerial, White, Male,60, United-States
1,43, Self-emp-inc, Prof-school,15, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,23, Private, Some-college,10, Never-married, Sales, Black, Female,20, United-States
0,50, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,35, United-States
0,25, Private, Some-college,10, Never-married, Prof-specialty, White, Male,40, United-States
0,40, Private, Some-college,10, Never-married, Exec-managerial, White, Male,50, United-States
1,39, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,52, United-States
0,32, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,19, Private, Some-college,10, Never-married, Other-service, White, Female,40, United-States
0,26, Private, HS-grad,9, Never-married, Other-service, White, Male,40, United-States
0,30, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,41, Private, Some-college,10, Never-married, Adm-clerical, White, Female,40, Mexico
0,42, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Other, Male,30, Iran
1,45, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,22, Private, Some-college,10, Never-married, Exec-managerial, White, Male,35, United-States
0,25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,22, Federal-gov, Some-college,10, Never-married, Adm-clerical, Black, Male,20, United-States
1,46, State-gov, Prof-school,15, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,48, Self-emp-inc, Some-college,10, Divorced, Farming-fishing, White, Male,45, United-States
1,45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,52, United-States
0,19, Private, Some-college,10, Never-married, Other-service, White, Male,14, United-States
0,31, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,30, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Black, Male,70, United-States
1,40, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, White, Male,50, United-States
1,60, ?, Some-college,10, Married-civ-spouse, ?, White, Male,12, United-States
1,52, ?, 12th,8, Married-civ-spouse, ?, Black, Female,40, United-States
0,22, Private, Some-college,10, Never-married, Sales, White, Female,15, United-States
0,25, Private, Some-college,10, Divorced, Other-service, Black, Male,38, United-States
1,51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,80, United-States
0,32, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, White, Male,62, United-States
0,51, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,25, United-States
1,42, Private, Some-college,10, Divorced, Sales, White, Male,50, United-States
1,39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,24, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,45, United-States
0,52, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,38, United-States
0,58, ?, 1st-4th,2, Married-spouse-absent, ?, Amer-Indian-Eskimo, Male,40, United-States
0,43, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,55, United-States
0,31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,28, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
1,31, Federal-gov, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,61, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,20, United-States
0,26, Private, Bachelors,13, Never-married, Prof-specialty, White, Female,40, United-States
0,46, Private, Bachelors,13, Never-married, Other-service, White, Male,40, United-States
1,62, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,40, United-States
0,50, Private, Masters,14, Divorced, Prof-specialty, White, Female,35, United-States
0,18, Private, 11th,7, Never-married, Adm-clerical, White, Female,5, United-States
0,23, Private, Bachelors,13, Never-married, Sales, White, Male,48, United-States
0,21, Private, Some-college,10, Never-married, Sales, White, Female,28, United-States
0,46, Private, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Other, Male,36, United-States
0,38, Private, HS-grad,9, Divorced, Sales, White, Female,40, United-States
0,53, Private, 12th,8, Divorced, Farming-fishing, White, Male,40, United-States
1,53, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
1,50, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,26, Private, HS-grad,9, Never-married, Other-service, White, Male,25, United-States
1,46, Local-gov, Masters,14, Divorced, Prof-specialty, White, Female,55, United-States
1,44, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
1,36, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,20, Private, Some-college,10, Never-married, Other-service, White, Female,30, United-States
0,35, Private, 7th-8th,4, Married-civ-spouse, Tech-support, White, Male,40, Mexico
0,40, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,20, United-States
0,70, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
0,57, Private, 7th-8th,4, Married-civ-spouse, Sales, White, Male,50, United-States
0,40, Private, Preschool,1, Married-civ-spouse, Other-service, White, Male,40, Mexico
0,18, Private, 11th,7, Never-married, Craft-repair, White, Male,5, United-States
0,45, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, White, Male,60, United-States
1,52, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,24, ?, HS-grad,9, Never-married, ?, White, Male,40, United-States
0,42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Black, Male,60, United-States
0,28, Local-gov, HS-grad,9, Separated, Transport-moving, White, Male,45, United-States
0,32, Private, Assoc-voc,11, Never-married, Tech-support, White, Female,60, United-States
0,56, Federal-gov, Bachelors,13, Divorced, Adm-clerical, White, Male,40, United-States
0,44, Private, 1st-4th,2, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female,40, Vietnam
0,20, Private, Some-college,10, Never-married, Sales, Black, Female,30, United-States
1,32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,59, Private, Some-college,10, Separated, Adm-clerical, White, Male,40, United-States
0,21, Private, HS-grad,9, Never-married, Handlers-cleaners, Black, Male,40, United-States
1,32, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,49, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
0,22, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,30, United-States
1,51, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,23, Private, Bachelors,13, Never-married, Sales, White, Male,50, United-States
0,34, Private, HS-grad,9, Never-married, Other-service, Black, Male,30, United-States
0,53, Private, 12th,8, Divorced, Transport-moving, White, Female,40, United-States
0,44, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, White, Male,45, United-States
0,60, Private, Some-college,10, Widowed, Protective-serv, Black, Female,40, United-States
0,55, Private, Some-college,10, Married-civ-spouse, Craft-repair, White, Male,38, United-States
0,57, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,30, United-States
0,59, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,26, ?, Some-college,10, Never-married, ?, Asian-Pac-Islander, Male,40, Philippines
1,30, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, White, Female,16, United-States
0,49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Female,43, United-States
0,45, Private, 12th,8, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,29, Self-emp-inc, Bachelors,13, Never-married, Sales, White, Female,40, United-States
1,37, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, White, Male,60, United-States
0,21, Private, 12th,8, Never-married, Farming-fishing, White, Male,40, United-States
0,36, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,18, ?, HS-grad,9, Never-married, ?, White, Female,20, United-States
0,37, Private, Bachelors,13, Never-married, Sales, White, Male,45, United-States
0,19, Private, HS-grad,9, Never-married, Adm-clerical, White, Female,40, United-States
0,65, ?, 7th-8th,4, Married-civ-spouse, ?, White, Male,25, United-States
0,30, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Female,35, Germany
0,27, ?, Masters,14, Never-married, ?, Other, Female,40, Japan
1,59, Federal-gov, Some-college,10, Married-civ-spouse, Tech-support, White, Male,40, United-States
1,32, Private, Assoc-voc,11, Married-civ-spouse, Other-service, White, Male,60, United-States
0,25, Private, Bachelors,13, Never-married, Adm-clerical, White, Male,40, United-States
1,40, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, White, Male,80, United-States
0,21, ?, 9th,5, Never-married, ?, White, Male,42, United-States
1,49, Local-gov, Bachelors,13, Divorced, Prof-specialty, White, Female,40, United-States
0,49, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,51, ?, HS-grad,9, Divorced, ?, Black, Female,40, United-States
1,48, Private, 9th,5, Widowed, Transport-moving, White, Male,40, United-States
0,42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,45, United-States
0,53, Private, 11th,7, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,29, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, White, Male,45, United-States
0,21, ?, HS-grad,9, Never-married, ?, Asian-Pac-Islander, Female,24, United-States
0,54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,15, United-States
1,66, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,55, ?
0,34, Private, Bachelors,13, Never-married, Adm-clerical, White, Female,40, United-States
